Input.Number	Input.Sentence	Answer.relations	Answer.if_single_relation	Answer.if_positive_agg	Answer.if_negative_agg	Answer.relationtype
9379	electric cars recharged from cleaner forms of electrical power generation , such as hydro power and nuclear plants , can reduce carbon emissions to less than one percent of those currently produced by internal combustion engines	[[{'concept1': 'electric cars', 'relation': 'reduce', 'concept2': 'carbon emissions', 'relationtype': 'negative'}], [{'concept1': 'electric cars recharged from cleaner forms of electrical power generation', 'relation': 'can reduce', 'concept2': 'carbon emissions', 'relationtype': 'positive'}], [{'concept1': 'electric cars recharged from cleaner forms of electrical power generatio', 'relation': 'Reduce', 'concept2': 'Carbon emission', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9384	hybrid electric cars produce less co2 emissions	[[{'concept1': 'hybrid electric cars', 'relation': 'produce', 'concept2': 'emissions', 'relationtype': 'positive'}], nan, [{'concept1': 'hybrid electric cars', 'relation': 'produce less', 'concept2': 'co2 emissions', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9394	that means that converting all the cars to electric can at most reduce 20 % of the us co2 emissions	[[{'concept1': 'Converting all cars to electric', 'relation': 'Reduce', 'concept2': 'Co2 by 20%', 'relationtype': 'positive'}], [{'concept1': 'converting all the cars to electric', 'relation': 'reduce', 'concept2': 'co2 emessions', 'relationtype': 'negative'}], [{'concept1': 'converting all the cars to electric', 'relation': 'reduce', 'concept2': 'co2 emissions', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
9399	yet thousands of the children and other people have ruined lives because of the tough enforcement of the drug war	[[{'concept1': 'the children and other people', 'relation': 'ruined lives because of', 'concept2': 'drug war', 'relationtype': 'negative'}], [{'concept1': 'children and other people', 'relation': 'ruined lives', 'concept2': 'ruined lives', 'relationtype': 'negative'}], [{'concept1': 'tough enforcement of the drug war', 'relation': 'because of', 'concept2': 'thousands of the children and other people have ruined lives', 'relationtype': 'positive'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
9407	libertarians would double the resources available for crime prevention neighborhood	[[{'concept1': 'libertarians', 'relation': 'double', 'concept2': 'resources', 'relationtype': 'positive'}], [{'concept1': 'libertarians', 'relation': 'would double', 'concept2': 'resources for crime prevention', 'relationtype': 'positive'}], [{'concept1': 'libertarians', 'relation': 'double the resources', 'concept2': 'crime prevention neighborhood', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9428	letting the terminally ill have drugs would lower unreported cases since if the patient requests it the doctor has no reason not to follow regulations but with it completely illegal a doctor would have to keep it a secret	[[{'concept1': 'letting the terminally ill have drugs', 'relation': 'lower', 'concept2': 'unreported cases', 'relationtype': 'negative'}], [{'concept1': 'letting terminally ill have drugs', 'relation': 'would lower', 'concept2': 'unreported cases', 'relationtype': 'negative'}], [{'concept1': 'letting the terminally ill have drugs', 'relation': 'would lower', 'concept2': 'unreported cases', 'relationtype': 'positive'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
9435	the prohibition on medical marijuana is a cruel way of torturing many of ours ' terminally ill citizens of america	[[{'concept1': 'prohibition on medical marijuana', 'relation': 'way of', 'concept2': "torturing many of ours ' terminally ill citizens of america", 'relationtype': 'positive'}], nan, [{'concept1': 'the prohibition on medical marijuana', 'relation': 'is a cruel way of torturing', 'concept2': "many of ours ' terminally ill citizens of america", 'relationtype': 'negative'}]]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9448	when we look at wind energy , we find that 1 ) to use wind energy , we 'd have to increase fossil fuel use	[[{'concept1': 'use wind energy', 'relation': 'increase', 'concept2': 'fossil fuel use', 'relationtype': 'positive'}], [{'concept1': 'we', 'relation': 'to use', 'concept2': 'wind energy', 'relationtype': 'positive'}], [{'concept1': 'wind energy', 'relation': 'increase', 'concept2': 'fossil fuel use', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9453	wind energy does not contaminate , wind energy reduces the use of fossil fuels	[[{'concept1': 'wind energy', 'relation': 'reduces', 'concept2': 'the use of fossil fuels', 'relationtype': 'positive'}], [{'concept1': 'Wind energy', 'relation': 'Reduces', 'concept2': 'Use of fossil fuels', 'relationtype': 'positive'}], [{'concept1': 'wind energy', 'relation': 'reduces', 'concept2': 'use of fossil fuels', 'relationtype': 'negative'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9461	can cause a number of other symptoms when smoked like : random thinking a distorted sense of time paranoia anxiety forgetfulness depressionmany marijuana legalists believe cannabis does not cause depression	[[{'concept1': 'smoke', 'relation': 'cause', 'concept2': 'random thinking, a distorted sense of time', 'relationtype': 'positive'}], [{'concept1': 'marijuana', 'relation': 'can cause a number of other symptoms when smoked', 'concept2': 'random thinking a distorted sense of time paranoia anxiety forgetfulness depression', 'relationtype': 'positive'}], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9463	cannabis can be benefitual cannabis is known to help people get through depression and anorexia if cannabis is also a way for people to socialize and meet people with similar interests	[[{'concept1': 'cannabis', 'relation': 'help', 'concept2': 'depression and anorexia', 'relationtype': 'negative'}], [{'concept1': 'cannabis', 'relation': 'help people get through', 'concept2': 'depression and anorexia', 'relationtype': 'positive'}], [{'concept1': 'cannabis', 'relation': 'help', 'concept2': 'people', 'relationtype': 'positive'}, {'concept1': 'cannabis', 'relation': 'way', 'concept2': 'socialize', 'relationtype': 'positive'}, {'concept1': 'cannabis', 'relation': 'way to meet', 'concept2': 'people with similar interests', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 0, 'max': 3, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9468	moderately effective in the treatment of depression other studies state that cannabis or cannabinoids are useful in treating depression really	[[{'concept1': 'cannabis', 'relation': 'treat', 'concept2': 'depression', 'relationtype': 'positive'}], [{'concept1': 'cannabis or cannabinoids', 'relation': 'are useful', 'concept2': 'treating depression', 'relationtype': 'positive'}], [{'concept1': 'cannabis or cannabinoids', 'relation': 'treating', 'concept2': 'depression', 'relationtype': 'negative'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9470	cannabis or cannabinoids are useful in treating depression	[[{'concept1': 'cannabis', 'relation': 'treating', 'concept2': 'depression', 'relationtype': 'positive'}, {'concept1': 'cannabinoids', 'relation': 'treating', 'concept2': 'depression', 'relationtype': 'positive'}], [{'concept1': 'cannabis or cannabinoids', 'relation': 'useful in treating', 'concept2': 'depression', 'relationtype': 'positive'}], [{'concept1': 'cannabis or cannabinoids', 'relation': 'treating', 'concept2': 'depression', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9474	marijuana treats depression patients have reported anti depressant and anxiolytic effects of cannabis	[[{'concept1': 'marijuana', 'relation': 'treats', 'concept2': 'depression', 'relationtype': 'negative'}], [{'concept1': 'marijuana', 'relation': 'treats', 'concept2': 'depression', 'relationtype': 'negative'}], []]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9489	are electric cars helpful in fighting global warming	[[{'concept1': 'electric cars', 'relation': 'helpful in fighting', 'concept2': 'global warming', 'relationtype': 'negative'}], [{'concept1': 'electric cars', 'relation': 'helpful in fighting', 'concept2': 'global warming', 'relationtype': 'positive'}], nan]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9490	the electric powered car can solve about 27 % of the global warming pollution	[[{'concept1': 'electric powered car', 'relation': 'solve', 'concept2': 'pollution', 'relationtype': 'positive'}], [{'concept1': 'electric powered car', 'relation': 'solve', 'concept2': 'about 27 % of the global warming pollution', 'relationtype': 'positive'}], [{'concept1': 'electric powered car', 'relation': 'can solve', 'concept2': '27 % of the global warming pollution', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9497	17,000 wes ' increasing of troops in afghanistan is to make sure there is absolutely no terrorist presence in that area	[nan, [{'concept1': 'increasing of troops', 'relation': 'make sure', 'concept2': 'no terrorist presence', 'relationtype': 'positive'}], [{'concept1': 'troops in afghanistan', 'relation': 'increasing', 'concept2': 'no terrorist presence', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9505	obama 's plan for increasing troops in afghanistan will kill all the taliban	[[{'concept1': "obama 's plan", 'relation': 'will kill', 'concept2': 'the taliban', 'relationtype': 'negative'}], [{'concept1': "obama 's plan", 'relation': 'kill', 'concept2': 'all the taliban', 'relationtype': 'negative'}], [{'concept1': "obama 's plan", 'relation': 'kill', 'concept2': 'taliban', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9512	without these troops being sent , the war in afghanistan will be lost , thus giving taliban and al qaeda forces a safe haven and raising the chances of pakistan 's nuclear arsenal is dropped	[[{'concept1': 'giving taliban and al qaeda forces a safe haven', 'relation': 'raising the chances', 'concept2': "pakistan 's nuclear arsenal is dropped", 'relationtype': 'positive'}], [{'concept1': 'qaeda forces a safe haven', 'relation': 'raising', 'concept2': "chances of pakistan 's nuclear arsenal is dropped", 'relationtype': 'positive'}], [{'concept1': 'war in afghanistan will be lost', 'relation': 'giving', 'concept2': 'taliban and al qaeda forces a safe haven', 'relationtype': 'positive'}, {'concept1': 'war in afghanistan will be lost', 'relation': 'raising the chances of', 'concept2': "pakistan 's nuclear arsenal is dropped", 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9537	speech litigation project helps students and faculty file civil rights lawsuits against theirs ' colleges and universities for violating theirs ' first amendment rights	[[{'concept1': 'speech litigation project', 'relation': 'helps students and faculty', 'concept2': 'file civil rights lawsuits', 'relationtype': 'positive'}], [{'concept1': 'speech litigation project', 'relation': 'helps', 'concept2': 'civil rights lawsuits', 'relationtype': 'positive'}], [{'concept1': 'speech litigation project', 'relation': 'helps', 'concept2': 'students and faculty file civil rights lawsuits', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9541	civil unions present a separate but equal problem for gays	[[{'concept1': 'civil unions', 'relation': 'present', 'concept2': 'a separate but equal problem for gays', 'relationtype': 'positive'}], nan, [{'concept1': 'civil unions', 'relation': 'present', 'concept2': 'a separate but equal problem for gays', 'relationtype': 'negative'}]]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9542	[ civil unions are a practical step forward toward gay rights and equality ]	[[{'concept1': 'civil unions', 'relation': 'step forward', 'concept2': 'gay rights', 'relationtype': 'positive'}, {'concept1': 'civil unions', 'relation': 'step forward', 'concept2': 'equality', 'relationtype': 'positive'}], [{'concept1': 'civil unions', 'relation': 'are a practical step forward toward', 'concept2': 'gay rights and equality', 'relationtype': 'positive'}], [{'concept1': 'civil unions', 'relation': 'forward', 'concept2': 'gay rights and equality', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9549	state legislatures in the more conservative states will continue to ensure that gays do not have equal rights in civil unions	[nan, [{'concept1': 'state legislatures in the more conservative states', 'relation': 'ensure', 'concept2': 'gays do not have equal rights in civil unions', 'relationtype': 'positive'}], [{'concept1': 'state legislatures', 'relation': 'ensure', 'concept2': 'gays do not have equal rights', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9595	only 1 bird will die by wind turbine every 8 15 years	[nan, [{'concept1': '1 bird', 'relation': 'die', 'concept2': 'wind turbine every 8 15 years', 'relationtype': 'negative'}], [{'concept1': '1 bird', 'relation': 'die', 'concept2': '8 15 years', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9603	it is to harvest wind energy ( which kills thousands of birds )	[[{'concept1': 'wind energy', 'relation': 'kills', 'concept2': 'thousands of birds', 'relationtype': 'negative'}], nan, [{'concept1': 'wind energy', 'relation': 'kills', 'concept2': 'birds', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9632	term limits while i do agree that corruption tends to arise over time , term limits tend to weaken leaders	[[{'concept1': 'term limits', 'relation': 'tend to weaken', 'concept2': 'leaders', 'relationtype': 'negative'}], [{'concept1': 'term limits', 'relation': 'tend to weaken', 'concept2': 'leaders', 'relationtype': 'positive'}], [{'concept1': 'term limits', 'relation': 'weaken leaders', 'concept2': 'corruption', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
9633	term limits are set out to accomplish and have many unintended consequences such as greater corruption the goals	[[{'concept1': 'term limits', 'relation': 'greater', 'concept2': 'corruption the goals', 'relationtype': 'positive'}], nan, [{'concept1': 'term limits', 'relation': 'greater', 'concept2': 'corruption', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9649	contention 1 vigilantism reforms the government spa : being able to enforce the law comes down to multiple different powers within a government	[[{'concept1': 'vigilantism', 'relation': 'reforms', 'concept2': 'government', 'relationtype': 'positive'}], [{'concept1': 'being able to enforce the law', 'relation': 'comes down to', 'concept2': 'multiple powers within a government', 'relationtype': 'positive'}], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9694	: i have demonstrated that raising a higher minimum wage would correspond with inflation , help low earning workers , provide economic stimulation , and increase the purchasing power of actual wages	[[{'concept1': 'raising a higher minimum wage', 'relation': 'increase', 'concept2': 'purchasing power of actual wages', 'relationtype': 'positive'}, {'concept1': 'raising a higher minimum wage', 'relation': 'help', 'concept2': 'low earning workers', 'relationtype': 'positive'}, {'concept1': 'raising a higher minimum wage', 'relation': 'correspond', 'concept2': 'inflation', 'relationtype': 'positive'}], [{'concept1': 'raising a higher minimum wage', 'relation': 'correspond with inflation , help low earning workers', 'concept2': 'provide economic stimulation', 'relationtype': 'positive'}], [{'concept1': 'raising a higher minimum wage', 'relation': 'correspond', 'concept2': 'help low earning workers', 'relationtype': 'positive'}, {'concept1': 'raising a higher minimum wage', 'relation': 'correspond', 'concept2': 'inflation', 'relationtype': 'positive'}, {'concept1': 'ncrease the purchasing power of actual wages', 'relation': 'correspond', 'concept2': 'provide economic stimulation', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 3, 'agg': 3}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9701	the ingredients in genetically modified foods areable fight off diseases and pesticides causing ordinary conventional foods to be safer	[[{'concept1': 'ingredients in genetically modified foods', 'relation': 'fight off', 'concept2': 'diseases and pesticides', 'relationtype': 'negative'}], [{'concept1': 'ingredients in genetically modified foods', 'relation': 'fight off', 'concept2': 'diseases', 'relationtype': 'negative'}, {'concept1': 'ingredients in genetically modified foods', 'relation': 'fight off', 'concept2': 'pesticides', 'relationtype': 'negative'}, {'concept1': 'ingredients in genetically modified foods', 'relation': 'causing', 'concept2': 'conventional foods to be safer', 'relationtype': 'positive'}], [{'concept1': 'the ingredients in genetically modified foods areable fight off diseases and pesticides', 'relation': 'causing', 'concept2': 'ordinary conventional foods to be safer', 'relationtype': 'positive'}]]	0	1	1	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 2, 'agg': 1}}
9726	contention 2 : genetically modifying food leads to better yields subpoint a : gmfs are more nutritious graham brooks of forbes reports in 2013 , that to date , commercial gm crops have delivered benefits in crop production	[[{'concept1': 'genetically modifying food', 'relation': 'leads to', 'concept2': 'better yeilds', 'relationtype': 'positive'}], [{'concept1': 'genetically modifying food', 'relation': 'leads to', 'concept2': 'better yields subpoint', 'relationtype': 'positive'}], [{'concept1': 'food', 'relation': 'modifying', 'concept2': 'more nutritious', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9735	all affirmative action does is level the playing field so everyone gets an equal chance to succeed ) affirmative action is detrimental to social progress even if college admission officers have good intentions this does not mean that positive consequences will result ''	[[{'concept1': 'affirmative action', 'relation': 'is detrimental to', 'concept2': 'social progress', 'relationtype': 'negative'}], [{'concept1': 'affirmative action', 'relation': 'detrimental', 'concept2': 'social progress', 'relationtype': 'positive'}], nan]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9742	all affirmative action does is level the playing field	[[{'concept1': 'affirmative action', 'relation': 'levels', 'concept2': 'the playing field', 'relationtype': 'positive'}], nan, [{'concept1': 'affirmative action', 'relation': 'levels', 'concept2': 'the playing field', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9746	the ultimate goal of affirmative action is to level the playing field	[nan, [{'concept1': 'goal of affirmative action', 'relation': 'to level', 'concept2': 'playing field', 'relationtype': 'positive'}], [{'concept1': 'affirmative action', 'relation': 'level', 'concept2': 'playing field', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9752	b ) affirmative action 's intended to level out the playing field	[[{'concept1': 'affirmative action', 'relation': 'level out', 'concept2': 'the playing field', 'relationtype': 'positive'}], [], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9755	the global community as well as the local community is what happened in the us civil rights movement as the abuse nonviolent protesters suffered drew growing sympathy from the non minority population	[[], nan, [{'concept1': 'abuse nonviolent protesters suffered', 'relation': 'drew', 'concept2': 'sympathy', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9783	enhanced interrogation techniques do statistically gather more information	[[{'concept1': 'enhanced interrogation techniques', 'relation': 'gather', 'concept2': 'more information', 'relationtype': 'positive'}], [{'concept1': 'enhanced interrogation techniques', 'relation': 'statistically gather more', 'concept2': 'information', 'relationtype': 'positive'}], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9788	enhanced interrogation techniques where useful and did provide high value information	[[{'concept1': 'enhanced interrogation techniques', 'relation': 'provide', 'concept2': 'high value information', 'relationtype': 'positive'}], [{'concept1': 'enhanced interrogation techniques', 'relation': 'provide', 'concept2': 'high value information', 'relationtype': 'positive'}], [{'concept1': 'enhanced interrogation techniques', 'relation': 'provide', 'concept2': 'high value information', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9806	according food irradiation can reduced spoilage in global food supply increased level of quality assurance in international trade of food products	[[{'concept1': 'food irradiation', 'relation': 'reduced', 'concept2': 'spoilage in global food supply', 'relationtype': 'negative'}, {'concept1': 'food irradiation', 'relation': 'increased', 'concept2': 'level of quality assurance in international trade of food products', 'relationtype': 'positive'}], [{'concept1': 'food irradiation', 'relation': 'increased', 'concept2': 'level of quality assurance', 'relationtype': 'positive'}, {'concept1': 'food irradiation', 'relation': 'reduced', 'concept2': 'spoilage', 'relationtype': 'positive'}], nan]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9826	my opponent 's claims that the ability of the police and armed forces to use violence in combating injustice allow the batman to do so	[[{'concept1': 'ability of the police and armed forces to use violence in combating injustice', 'relation': 'allow', 'concept2': 'batman to do so', 'relationtype': 'positive'}], [{'concept1': 'armed forces to use violence', 'relation': 'allow', 'concept2': 'batman to do so', 'relationtype': 'positive'}], [{'concept1': 'violence', 'relation': 'allow', 'concept2': 'batman', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9839	many western things oppress women as much as burqas might	[[{'concept1': 'many western things', 'relation': 'oppress', 'concept2': 'women', 'relationtype': 'negative'}], [{'concept1': 'many western things', 'relation': 'oppress', 'concept2': 'women', 'relationtype': 'negative'}], [{'concept1': 'western things', 'relation': 'oppress', 'concept2': 'women', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9847	the burqa is a tool to hide oppression and violence to beat women and get away with the burqa	[[{'concept1': 'the burqa', 'relation': 'hide', 'concept2': 'oppression and violence', 'relationtype': 'negative'}], nan, [{'concept1': 'burqa', 'relation': 'hides', 'concept2': 'oppression and violence', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9855	13 ] obama has been both directly and indirectly influencing the price of gas by : performing actions to limit onshore and offshore oil extraction , blocking the keystone xl pipeline , refusal to build new refineries ; refusal to permit new nuclear power plants , and refusal to limit burden on refineries to boost production	[nan, [{'concept1': 'performing action', 'relation': 'influencing', 'concept2': 'obama', 'relationtype': 'positive'}], [{'concept1': 'obama', 'relation': 'influencing', 'concept2': 'price of gas', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9884	geoengineering concepts dampen public will to cut emissions	[[{'concept1': 'geoengineering concepts', 'relation': 'dampen', 'concept2': 'public will', 'relationtype': 'negative'}], [{'concept1': 'geoengineering concepts', 'relation': 'dampen', 'concept2': 'public will to cut emissions', 'relationtype': 'negative'}], [{'concept1': 'geoengineering concepts', 'relation': 'dampen', 'concept2': 'public will to cut emissions', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9891	removing co2 from the atmosphere is a form of geoengineering by greenhouse gas remediation	[[{'concept1': 'the atmosphere', 'relation': 'removing', 'concept2': 'co2', 'relationtype': 'negative'}], nan, [{'concept1': 'greenhouse gas remediation', 'relation': 'removing', 'concept2': 'co2', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9926	the large farming businesses will welcome gm foods to feed farmerss ' profits	[nan, [{'concept1': 'gm foods', 'relation': 'feed', 'concept2': "farmers' profits", 'relationtype': 'positive'}, {'concept1': 'large farming businesses', 'relation': 'welcome', 'concept2': 'gm foods', 'relationtype': 'positive'}], [{'concept1': 'welcome gm foods', 'relation': 'to feed', 'concept2': 'profits', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9932	gm have a disastrous effect on organic farming in light of the most important parts of organic crops	[nan, [{'concept1': 'gm', 'relation': 'disastrous effect', 'concept2': 'organic farming', 'relationtype': 'negative'}], [{'concept1': 'gm', 'relation': 'disastrous effect', 'concept2': 'organic faming', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9945	the paparazzi often endanger both the paparazzis ' own and the celebrity the paparazzi are following lives	[[{'concept1': 'paparazzi', 'relation': 'endanger', 'concept2': "the paparazzis ' own and the celebrity the paparazzi are following lives", 'relationtype': 'negative'}], [{'concept1': 'paparazzi', 'relation': 'endanger', 'concept2': 'lives', 'relationtype': 'positive'}], [{'concept1': 'paparazzi', 'relation': 'endanger', 'concept2': "the paparazzis ' own and the celebrity the paparazzi are following", 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
9957	there is no reason to want an assault weapon because the pistol not only decreases your own personal safety but also the safety of those around you and people are entitled to peoples ' own personal safety within reason	[[{'concept1': 'pistol', 'relation': 'decreases', 'concept2': 'personal safety', 'relationtype': 'negative'}, {'concept1': 'pistol', 'relation': 'decreases', 'concept2': 'safety of those around you', 'relationtype': 'negative'}], [{'concept1': 'assault weapon', 'relation': 'decreases', 'concept2': 'personal safety', 'relationtype': 'negative'}], [{'concept1': 'the pistol', 'relation': 'reduces', 'concept2': 'your own personal safety but also the safety of those around you', 'relationtype': 'negative'}]]	0	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 2, 'agg': 1}}
9974	what i had intended to get across was that the simple herb caton discovered to cure cancer can not be patented , so competitors would drive the price down , making the price a poor investment for the medical industry	[[{'concept1': 'herb caton', 'relation': 'cure', 'concept2': 'cancer', 'relationtype': 'negative'}], [{'concept1': 'competitors', 'relation': 'down', 'concept2': 'price', 'relationtype': 'negative'}], [{'concept1': 'herb caton', 'relation': 'cure', 'concept2': 'cancer', 'relationtype': 'positive'}, {'concept1': 'competitors', 'relation': 'drive down', 'concept2': 'price', 'relationtype': 'negative'}]]	0	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
9984	that does not take into account the increase in tourism , all of which provides even more income	[[{'concept1': 'tourism', 'relation': 'increase', 'concept2': 'provides even more income', 'relationtype': 'positive'}], [{'concept1': 'increase in tourism', 'relation': 'provides', 'concept2': 'more income', 'relationtype': 'positive'}], [{'concept1': 'tourism', 'relation': 'provides', 'concept2': 'income', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
9990	not only that but tourism will decline thus the government will lose a large income for public services	[nan, [{'concept1': 'the government', 'relation': 'lose', 'concept2': 'large income', 'relationtype': 'negative'}], [{'concept1': 'tourism will decline', 'relation': 'the government will lose', 'concept2': 'large income for public services', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
