Input.Number	Input.Sentence	Answer.detect	Answer.detect_agg
8664	this was to combat poverty , disease , and social disruption	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
8667	diseases of poverty ' were diseases	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
8668	diseases by a substantial margin decreasing poverty also has the same effects	['Relation', 'NoisySentence', 'Relation']	Relation
8671	programs fight poverty and disease overseas	['Relation', 'Relation', 'Relation']	Relation
8674	aids makes the reduction of poverty via implementing a living way a key way to fighting the spread of deadly diseases such as aids	['NoRelation', 'Relation', 'Relation']	Relation
8684	this is to be a place where billions of people end up in intense suffering ( diseases deep poverty )	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
8709	the death the poverty the diseases were the horror of the world	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
8710	civil war , ethnic conflict , poverty and disease ravaged ordinary africans	['Relation', 'Relation', 'Relation']	Relation
8718	non circumcised penises can harbor cervix cancer	['Relation', 'NoRelation', 'Relation']	Relation
8722	only 10 of 50,000 cases of penile cancer in the usa from 1930 to 1990 , resulting in 10,000 deaths [ 14 ] occurred in circumcised men	['Relation', 'NoRelation', 'Relation']	Relation
8746	prostate cancer and women whose partners are circumcised have lower rates of cervical cancer	['Relation', 'Relation', 'NoRelation']	Relation
8747	the main reasons to not ban circumcision include decreased risk of penile cancer	['Relation', 'Relation', 'NoRelation']	Relation
8750	some things might prevent the other problems of not being vegetarian	['Relation', 'NoRelation', 'Relation']	Relation
8760	health problems were related to vegetarianism and fatty acid deficiency	['Relation', 'NoRelation', 'Relation']	Relation
8761	a vegetarian is probably going to have problems	['NoRelation', 'Relation', 'NoRelation']	NoRelation
8770	( us department of agriculture ( usda ) ) ) studies comparing vegetarians and meat eaters no meat lowered the risks of certain health problems , including heart disease , diabetes , cancer ''	['Relation', 'Relation', 'Relation']	Relation
8776	yes , people are becoming vegetarians , but then people also open people up to a host of problems	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
8786	( us department of agriculture ( usda ) ) ) studies comparing vegetarians and meat eaters no meat lowered the risks of certain health problems , including heart disease , diabetes , strokes ''	['Relation', 'NoisySentence', 'Relation']	Relation
8787	vegetarian diets are linked to menstrual problems in young women	['Relation', 'Relation', 'Relation']	Relation
8794	according to the national rifle association ( nra ) , guns are used for self defense million times a control laws , especially those that try to ban assault weapons , infringe upon the right to own guns for hunting and sport	['NoRelation', 'NoRelation', 'Relation']	NoRelation
8805	an increase in the minimum wage could help the poor	['Relation', 'Relation', 'Relation']	Relation
8808	increases in the minimum wage help the poor	['Relation', 'Relation', 'Relation']	Relation
8817	higher minimum wage hurts the poor	['Relation', 'Relation', 'Relation']	Relation
8819	my opponent concedes that an increase in the minimum wage could help the poor when my opponent writes : pro : my opponent greatly exaggerates the benefits	['NoisySentence', 'Relation', 'Relation']	Relation
8823	raising a minimum wage will not give the root problems of why the poor are poor a higher percentage of the overall wealth a minimum wage	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
8834	contention 1 : deep water offshore oil drilling increases job opportunities	['NoisySentence', 'Relation', 'Relation']	Relation
8841	allowing offshore drilling reduces dependence , would help pay off the national debt , and could create more than 2 million jobs over time	['Relation', 'Relation', 'Relation']	Relation
8851	i arguments shall be that people know the risk of the job [ offshore oil drilling in this case ] people have selected and should have the right to enter in peoples ' job field , i would also like to argue that banning her contentions would ruin many peoples livelihoods and that her contentions would increase dependence upon foreign , as well as a few other issues that i shall get into in later rounds	['Relation', 'Relation', 'NoRelation']	Relation
8865	these economies get a bailout	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
8876	you stated that supply side economics taught that the supply of money increased , the economy would grow	['NoRelation', 'Relation', 'Relation']	Relation
8881	the auto bailout was exiting the economy	['NoRelation', 'Relation', 'Relation']	Relation
8882	the auto bailout potentially rejuvinated the economy	['Relation', 'Relation', 'Relation']	Relation
8884	capitalism needs would get rid of them economists argue that government interference in the market is detrimental to an economy and that bailouts only create harmful dependency	['Relation', 'Relation', 'Relation']	Relation
8897	it is easy to see how a counterfeiter will increase the money supply in the economy	['Relation', 'Relation', 'Relation']	Relation
8902	not passing $ 700b bailout risks sending economy	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
8964	one woman dies every 7 minutes around the world due to an unsafe illegal abortion	['Relation', 'Relation', 'Relation']	Relation
8970	78,000 thousand women die from each year unsafe , illegal abortion	['Relation', 'Relation', 'Relation']	Relation
8972	this is to give a us example : according to associated content , in 1932 , 15,000 women died each year due to illegally and improperly performed abortions )	['Relation', 'Relation', 'Relation']	Relation
8979	39 women died due to illegal abortion	['Relation', 'Relation', 'Relation']	Relation
8989	women died from illegal abortions	['NoRelation', 'NoRelation', 'Relation']	NoRelation
8990	in 1972 ( the year before abortion was federally legalized ) , a total of 24 women died from 39 died as a result of known illegal abortions ( cdc ) ''	['Relation', 'Relation', 'Relation']	Relation
9000	in 1972 ( the year before abortion was federally legalized ) , a total of 24 women died from causes known to be associated with legal abortions , and 39 died as a result of known illegal abortions ( cdc ) ''	['Relation', 'NoRelation', 'Relation']	Relation
9001	( 4 ) 70,000 women die each year due to illegal abortions , human rights activist endorse legalizing abortion	['Relation', 'Relation', 'Relation']	Relation
9009	the added income ( but no expense ) from illegal immigrants has sustained the social security system	['Relation', 'Relation', 'NoisySentence']	Relation
9010	illegal immigrants hurt the job security	['Relation', 'Relation', 'Relation']	Relation
9020	however , making border security as solid as possible minimizes the amount of illegal immigration and smuggling , and as well as the terrorist threat	['Relation', 'Relation', 'Relation']	Relation
9027	a liberal approach to handling immigration by allowing illegal immigrants to work to become legal died just like bush 's social security reform due to lack of support from the republican party	['Relation', 'Relation', 'NoRelation']	Relation
9030	to send some illegal immigrants back to some illegal immigrantss ' country of origin would be a severe attack on some illegal immigrantss ' liberty and security	['NoRelation', 'NoRelation', 'Relation']	NoRelation
9032	illegal immigration hurts our security because the borders are not being taken care of and yes	['Relation', 'Relation', 'Relation']	Relation
9039	this is to mitigate the harm that comes from illegal immigration , drug/human trafficking , terrorism , and a plethora of other negative ramifications of loose border security	['Relation', 'NoRelation', 'NoisySentence']	NoAgreement
9095	this is from both of ours ' sources ( as executions rise in death penalty states , violent crime rates fall in non death penalty states )	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
9104	stats : florida and texas ( who hold the most executions ) have the greatest decrease of violent crimes since the dp 's reinstatement	['NoRelation', 'Relation', 'NoRelation']	NoRelation
9107	one argument for the death penalty is a strong deterrent to murder and other violent crimes	['Relation', 'Relation', 'Relation']	Relation
9108	states with the death penalty have a significantly higher rate of violent crimes than states	['NoRelation', 'NoisySentence', 'NoisySentence']	NoisySentence
9110	he then showed using common statistics that the moratorium of the dp in the caused higher murder rates and when the 12 states without the death penalty where allowed to have that option again the states that made the change had larger drops in violent crime then the states without the change	['Relation', 'Relation', 'NoRelation']	Relation
9113	the death penalty may even have a slight deterrent effect on other violent crimes	['Relation', 'Relation', 'Relation']	Relation
9122	a progressive tax system better equalizes the burden of taxation	['Relation', 'NoRelation', 'Relation']	Relation
9132	progressive taxes violate principal of equality	['NoRelation', 'Relation', 'Relation']	Relation
9138	a progressive tax puts an equal percentage of taxation	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9139	a generally equal situation provided by a progressive income tax would not collapse back to inequality very quickly	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
9141	a generally equal situation provided by a progressive income tax would not be sustainable	['NoisySentence', 'Relation', 'NoRelation']	NoAgreement
9159	deaths were prevented by circumcision	['Relation', 'Relation', 'Relation']	Relation
9167	circumcision is opening subsequent risk of illness and even death	['Relation', 'Relation', 'Relation']	Relation
9171	i am convinced vegetarianism comes off as being much more agreeable with the world in general ( could help stop world hunger and the environment )	['Relation', 'NoRelation', 'NoRelation']	NoRelation
9188	argument 3 : the livestock industry has a horrible effect on the environment that only a vegetarian diet can really fix	['Relation', 'Relation', 'Relation']	Relation
9189	pesci vegetarians are healthier and care more for the environment	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9191	elvess ' vegetarians is better for the environment	['NoRelation', 'Relation', 'Relation']	Relation
9194	a purely vegetarian diet is the only way to receive the health benefits and protect the environment by reducing fishing and pollution	['Relation', 'Relation', 'Relation']	Relation
9202	returns made from capital investment only get re invested into more capital , shrinking the number of unskilled labour jobs	['Relation', 'Relation', 'NoRelation']	Relation
9209	this is to pay for these new jobs , and still have a re state my assertion that a federal mandate making my assertion illegal to pump your own gas would n't improve the economy	['NoisySentence', 'Relation', 'NoRelation']	NoAgreement
9222	the renewable energy industries are capable to generate more jobs in the future than fossil fuel industries will be able to	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
9230	these jobs are permanentfor as long as the plant is in economy would benefit from the large export potential of a strong domestic renewable energy industry	['NoisySentence', 'Relation', 'NoRelation']	NoAgreement
9239	that the anti american sentiment is going to exist no matter what , is going to be spun by these terrorist organizations and that whenever the us tries to withdraw terrorist attacks escalate	['NoisySentence', 'Relation', 'NoisySentence']	NoisySentence
9243	the us was withdrawing from the middle east and interventionism solves better because 2 ) interventionism solves better because 2 ) interventionism attacks the root causes of terrorism	['Relation', 'Relation', 'Relation']	Relation
9245	when the us have n't gotten close in 10 also just asserts that the taliban support will increase if nato withdraws with afghanistan	['NoRelation', 'Relation', 'NoRelation']	NoRelation
9246	not only has this failed to curb terrorism , this 's also left a gargantuan dent in the us economy	['NoisySentence', 'NoRelation', 'NoisySentence']	NoisySentence
9254	joining russia 's and assad by himself to attempt to destroy isis quickly and leaving the middle east to isis own devices would not guarantee that there would be no more home grown terrorist attacks on us soil	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9265	lowering the drinking age should have been expected to cause problems just because of the disarray and teen rebellion	['Relation', 'Relation', 'NoRelation']	Relation
9268	than farmers end up getting sued by gmo corporations	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9269	some corn plants have been genetically modified to not be killed by roundup a very powerful herbicide so because of this farmers put roundup directly on the corn crops which absorb a very powerful herbicide and you can never get a very powerful herbicide off of the plant so when people eat these contaminated crops and is all around very harmful to the human body	['Relation', 'Relation', 'Relation']	Relation
9273	not only do these advantages enthusiasticlly support gmos for these advantagess ' ability to resist long feared perils such as drought , excessive temperature deviation , lower pest levels , less pesticide use , and other things , today , more than 14 million farmers in 25 countries produce gm crops an 80 fold increase since 1996	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9279	growing gm crops is thought to be an economical benefit to farmers	['Relation', 'Relation', 'Relation']	Relation
9281	the gm crops would be easier for farmers in underdeveloped countries	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9283	gm crops exists solely to make money , not serve local farmers or people , as con would have you believe	['Relation', 'Relation', 'NoRelation']	Relation
9287	contention 2 monopolies by gmo corporations gmo corporations leaves the farmers either bankrupt	['NoRelation', 'NoisySentence', 'Relation']	NoAgreement
9291	the connection between marijuana and iq points in new zealand a pain relief	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
9293	my opponent 's argument was attempting to prove why the effects of marijuana used in it 's proper form are naturally negative , as the effects of marijuana used in it 's proper form can include pain relief , calming of seizures , and relief of stress	['NoisySentence', 'NoisySentence', 'Relation']	NoisySentence
9326	genetic screening for the embryos can reduce the chance of giving birth to more than one child because clinics now want to prevent this by planting one embryo at a time and they have to do this through genetic screening	['Relation', 'Relation', 'Relation']	Relation
9342	wind turbines release less co2	['Relation', 'Relation', 'Relation']	Relation
9378	not only that but the carbon emissions case for electric vehicles is also misleading , indeed an assumption of 100,000 km per car decreases the benefit of electric vehicles '	['Relation', 'Relation', 'Relation']	Relation
9379	electric cars recharged from cleaner forms of electrical power generation , such as hydro power and nuclear plants , can reduce carbon emissions to less than one percent of those currently produced by internal combustion engines	['Relation', 'Relation', 'Relation']	Relation
9384	hybrid electric cars produce less co2 emissions	['Relation', 'NoisySentence', 'Relation']	Relation
9386	hydrogen cars can become 100 % clean as electricity moves to entirely 0 emission sources of power	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9394	that means that converting all the cars to electric can at most reduce 20 % of the us co2 emissions	['Relation', 'Relation', 'Relation']	Relation
9399	yet thousands of the children and other people have ruined lives because of the tough enforcement of the drug war	['Relation', 'Relation', 'Relation']	Relation
9403	a supports the drug war she knew abused a drug and that caused unknowing negative consequences and suffering for both the persona busing and the people the person abusing a drug should have been taking care of ( for example his children )	['Relation', 'NoRelation', 'NoRelation']	NoRelation
9407	libertarians would double the resources available for crime prevention neighborhood	['Relation', 'Relation', 'Relation']	Relation
9415	this is justification for voters to give the point in conduct to the side : minarchism : a libertarian political philosophy , and fraud	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9419	drugs are used by the terminally ill and no implied exemption	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9428	letting the terminally ill have drugs would lower unreported cases since if the patient requests it the doctor has no reason not to follow regulations but with it completely illegal a doctor would have to keep it a secret	['Relation', 'Relation', 'Relation']	Relation
9435	the prohibition on medical marijuana is a cruel way of torturing many of ours ' terminally ill citizens of america	['Relation', 'NoRelation', 'Relation']	Relation
9445	a doubling in population , even if we cut back on the use of fossil fuels , shut down all wes ' coal burning power plants and build seas of wind turbines , will plunge we	['Relation', 'NoRelation', 'NoRelation']	NoRelation
9448	when we look at wind energy , we find that 1 ) to use wind energy , we 'd have to increase fossil fuel use	['Relation', 'Relation', 'Relation']	Relation
9453	wind energy does not contaminate , wind energy reduces the use of fossil fuels	['Relation', 'Relation', 'Relation']	Relation
9461	can cause a number of other symptoms when smoked like : random thinking a distorted sense of time paranoia anxiety forgetfulness depressionmany marijuana legalists believe cannabis does not cause depression	['Relation', 'Relation', 'NoisySentence']	Relation
9463	cannabis can be benefitual cannabis is known to help people get through depression and anorexia if cannabis is also a way for people to socialize and meet people with similar interests	['Relation', 'Relation', 'Relation']	Relation
9468	moderately effective in the treatment of depression other studies state that cannabis or cannabinoids are useful in treating depression really	['Relation', 'Relation', 'Relation']	Relation
9470	cannabis or cannabinoids are useful in treating depression	['Relation', 'Relation', 'Relation']	Relation
9474	marijuana treats depression patients have reported anti depressant and anxiolytic effects of cannabis	['Relation', 'Relation', 'Relation']	Relation
9479	teen cannabis use predicts depression	['NoRelation', 'Relation', 'NoRelation']	NoRelation
9489	are electric cars helpful in fighting global warming	['Relation', 'Relation', 'NoRelation']	Relation
9490	the electric powered car can solve about 27 % of the global warming pollution	['Relation', 'Relation', 'Relation']	Relation
9493	my opponent will answer the following questions as well as use the following questions as well as as a base for my opponent 's contentions : are electric cars helpful in fighting global warming	['Relation', 'NoRelation', 'NoRelation']	NoRelation
9497	17,000 wes ' increasing of troops in afghanistan is to make sure there is absolutely no terrorist presence in that area	['NoRelation', 'Relation', 'Relation']	Relation
9498	the taliban , a shorter land supply route to afghanistan have provided aid to the pakistani government , and in return the taliban , a shorter land supply route to afghanistan have gotten military intelligence , pakistani troops sometimes fighting the taliban , a shorter land supply route to afghanistan , and bases for drone strikes	['Relation', 'NoisySentence', 'NoisySentence']	NoisySentence
9505	obama 's plan for increasing troops in afghanistan will kill all the taliban	['Relation', 'Relation', 'Relation']	Relation
9507	contention 2 india pakistan helps insurgents who attack india pakistans ' troops in afghanistan and other areas documents , made available by wikileaks , suggest that pakistan , an ostensible ally of the united states , allows representatives of wikileaks spy service to meet directly with the taliban in secret strategy sessions to organize networks of militant groups that fight against american soldiers in afghanistan , and even hatch plots to assassinate afghan leaders	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
9509	afghanistan ( war on terror too ) killed 1800 us coalition troops	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9510	finally a nasty war against the taliban , al qaeda and islamic militants in afghanistan will cost less money to send troops to root out osama bin laden and destroy qaeda	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9512	without these troops being sent , the war in afghanistan will be lost , thus giving taliban and al qaeda forces a safe haven and raising the chances of pakistan 's nuclear arsenal is dropped	['Relation', 'Relation', 'Relation']	Relation
9514	circumcision is about harming permanently disfiguring john locke '	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
9522	topicthe united states ought to limit qualified immunity for police officerstermslimit to curtail or reduce in quantity protects government officials from lawsuits , only allowing suits where officials violated a clearly established ' statutory or constitutional right	['Relation', 'NoisySentence', 'NoRelation']	NoAgreement
9537	speech litigation project helps students and faculty file civil rights lawsuits against theirs ' colleges and universities for violating theirs ' first amendment rights	['Relation', 'Relation', 'Relation']	Relation
9541	civil unions present a separate but equal problem for gays	['Relation', 'NoRelation', 'Relation']	Relation
9542	[ civil unions are a practical step forward toward gay rights and equality ]	['Relation', 'Relation', 'Relation']	Relation
9549	state legislatures in the more conservative states will continue to ensure that gays do not have equal rights in civil unions	['NoisySentence', 'Relation', 'Relation']	Relation
9570	sally share an appreciation for a high end trail runner	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9574	i is extreme libertarianism , different forms of another mischaracterization in response without or to the contention	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
9578	one would give libertarians et al dream ofs ' responsibilities	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9579	this is due to the emphasis libertarians place on personal responsibility by libertarians	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
9595	only 1 bird will die by wind turbine every 8 15 years	['NoRelation', 'Relation', 'Relation']	Relation
9603	it is to harvest wind energy ( which kills thousands of birds )	['Relation', 'NoRelation', 'Relation']	Relation
9632	term limits while i do agree that corruption tends to arise over time , term limits tend to weaken leaders	['Relation', 'Relation', 'Relation']	Relation
9633	term limits are set out to accomplish and have many unintended consequences such as greater corruption the goals	['Relation', 'NoisySentence', 'Relation']	Relation
9639	special interest groups and lobbyists than one is term limited so will actually engage in more corruption	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9643	term limits are a much easier way to get corrupt politicans out than recalling the majority	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
9647	trust in government is hard for those in power to press their domestic agendas ( pension savings reform )	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9649	contention 1 vigilantism reforms the government spa : being able to enforce the law comes down to multiple different powers within a government	['Relation', 'Relation', 'NoRelation']	Relation
9651	this was at other times , to mitigate and reform the powers of government by construction ; to support the rights of personal security by every species of favorable and benign interpretation , and thus to infuse a free spirit into governments not friendly in their general structure and formation to public liberty	['NoRelation', 'Relation', 'NoRelation']	NoRelation
9687	accounting for inflation has less purchasing power	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
9689	inflation is the rate at which the general level of prices for goods and services is rising and the purchasing power of currency is falling '' specifically	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9694	: i have demonstrated that raising a higher minimum wage would correspond with inflation , help low earning workers , provide economic stimulation , and increase the purchasing power of actual wages	['Relation', 'Relation', 'Relation']	Relation
9701	the ingredients in genetically modified foods areable fight off diseases and pesticides causing ordinary conventional foods to be safer	['Relation', 'Relation', 'Relation']	Relation
9709	immigration fees is a more humane/practical solution than telling immigrants immigrants ca n't come at all ) brain drain a ) stable migration con drops this cold	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
9710	higher taxes is a more humane/practical solution than telling immigrants immigrants ca n't come at all ) brain drain a ) stable migration con drops this cold	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9726	contention 2 : genetically modifying food leads to better yields subpoint a : gmfs are more nutritious graham brooks of forbes reports in 2013 , that to date , commercial gm crops have delivered benefits in crop production	['Relation', 'Relation', 'Relation']	Relation
9735	all affirmative action does is level the playing field so everyone gets an equal chance to succeed ) affirmative action is detrimental to social progress even if college admission officers have good intentions this does not mean that positive consequences will result ''	['Relation', 'Relation', 'NoRelation']	Relation
9742	all affirmative action does is level the playing field	['Relation', 'NoisySentence', 'Relation']	Relation
9743	affirmative action thus attempts to level the playing field , providing blacks and whites with equal opportunity	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
9746	the ultimate goal of affirmative action is to level the playing field	['NoRelation', 'Relation', 'Relation']	Relation
9748	affirmative action 's goal is to level the playing field so that everyone , no matter what background has a fair push up and equal opportunity	['NoisySentence', 'NoisySentence', 'NoRelation']	NoisySentence
9749	affirmative action seeks to level the playing field	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9752	b ) affirmative action 's intended to level out the playing field	['Relation', 'Relation', 'NoisySentence']	Relation
9755	the global community as well as the local community is what happened in the us civil rights movement as the abuse nonviolent protesters suffered drew growing sympathy from the non minority population	['Relation', 'NoRelation', 'Relation']	Relation
9778	theirs ' only giving students condoms whom are sexually active	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9783	enhanced interrogation techniques do statistically gather more information	['Relation', 'Relation', 'NoisySentence']	Relation
9784	position synopsis : enhanced interrogation , as it is often called , is a technique of extracting information from individuals through use of force , induced psychological and physical stress , and other techniques often considered morally wrong	['NoRelation', 'Relation', 'NoisySentence']	NoAgreement
9788	enhanced interrogation techniques where useful and did provide high value information	['Relation', 'Relation', 'Relation']	Relation
9799	how the economy would not be stable due to the lack of globalization and international trade	['Relation', 'NoisySentence', 'NoRelation']	NoAgreement
9804	globalization : a process of interaction and integration among the people , companies , and governments of different nations , a process driven by international trade and investment and aided by information technology	['NoRelation', 'NoRelation', 'Relation']	NoRelation
9806	according food irradiation can reduced spoilage in global food supply increased level of quality assurance in international trade of food products	['Relation', 'Relation', 'NoisySentence']	Relation
9810	global trade is a stable system of international diplomacy	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9826	my opponent 's claims that the ability of the police and armed forces to use violence in combating injustice allow the batman to do so	['Relation', 'Relation', 'Relation']	Relation
9829	corporal punishment for adult offenders	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9839	many western things oppress women as much as burqas might	['Relation', 'Relation', 'Relation']	Relation
9844	the burqa for example is a symbol of female oppression	['NoisySentence', 'NoRelation', 'NoisySentence']	NoisySentence
9847	the burqa is a tool to hide oppression and violence to beat women and get away with the burqa	['Relation', 'NoRelation', 'Relation']	Relation
9855	13 ] obama has been both directly and indirectly influencing the price of gas by : performing actions to limit onshore and offshore oil extraction , blocking the keystone xl pipeline , refusal to build new refineries ; refusal to permit new nuclear power plants , and refusal to limit burden on refineries to boost production	['NoRelation', 'Relation', 'Relation']	Relation
9872	perhaps one way of reducing pressure on resources would be to slacken immigration restrictions and provide incentives for people in overpopulated areas to move to nations and regions	['NoRelation', 'NoisySentence', 'Relation']	NoAgreement
9874	all pit bullss ' is an enormous overpopulation problem of dogs across the usa an illegal immigrant	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
9884	geoengineering concepts dampen public will to cut emissions	['Relation', 'Relation', 'Relation']	Relation
9890	geoengineering only masks problem of co2 emissions	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9891	removing co2 from the atmosphere is a form of geoengineering by greenhouse gas remediation	['Relation', 'NoRelation', 'Relation']	Relation
9895	these people used an abc program abstinence , be faithful , and condoms an aids epidemic	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
9904	abstinence only education does not encourage people to use condoms	['NoRelation', 'NoRelation', 'Relation']	NoRelation
9907	this was to limit the growth of the tourism industry in developing nations	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9909	tourism is a viable development strategy for poor states	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9926	the large farming businesses will welcome gm foods to feed farmerss ' profits	['NoRelation', 'Relation', 'Relation']	Relation
9932	gm have a disastrous effect on organic farming in light of the most important parts of organic crops	['NoRelation', 'Relation', 'Relation']	Relation
9937	empty headed celebrities are followed by paparazzi for a vast majority of empty headed celebritiess ' time	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9942	the celebrities the paparazzis the celebrities	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9945	the paparazzi often endanger both the paparazzis ' own and the celebrity the paparazzi are following lives	['Relation', 'Relation', 'Relation']	Relation
9947	the costs and benefits of graduated response in copyright enforcement	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
9957	there is no reason to want an assault weapon because the pistol not only decreases your own personal safety but also the safety of those around you and people are entitled to peoples ' own personal safety within reason	['Relation', 'Relation', 'Relation']	Relation
9961	the domestic manufacture of military style assault weapons is a matter of vital importance to the public safety	['Relation', 'NoRelation', 'NoRelation']	NoRelation
9963	no requirements to go through an open or concealed carry safety class means	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9974	what i had intended to get across was that the simple herb caton discovered to cure cancer can not be patented , so competitors would drive the price down , making the price a poor investment for the medical industry	['Relation', 'Relation', 'Relation']	Relation
9975	thanks to increased investment in r & d , as well as the abolition of patents , manufactures driverless cars	['NoRelation', 'Relation', 'NoRelation']	NoRelation
9984	that does not take into account the increase in tourism , all of which provides even more income	['Relation', 'Relation', 'Relation']	Relation
9988	constant tourism ( landmarks ) has most of the tourist income in the long run	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
9990	not only that but tourism will decline thus the government will lose a large income for public services	['NoRelation', 'Relation', 'Relation']	Relation
9997	tax evasion may even raise revenue	['NoRelation', 'Relation', 'Relation']	Relation
10003	would be reduced because people would be taxed automatically at the point of sale whenever from the standpoint of government revenue collection of tax evasion	['Relation', 'NoRelation', 'NoisySentence']	NoAgreement
10006	a serious oil spill could scuttle those drilling operations environment	['Relation', 'Relation', 'Relation']	Relation
10008	has offshore drilling hurt the environment	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
10010	the permanent damage to the environment is from the drilling and presence of the oil well	['Relation', 'Relation', 'Relation']	Relation
10027	the filibuster is an effective tool in protecting the rights of the minority	['Relation', 'Relation', 'NoRelation']	Relation
10040	the border is more becuase of this threat that i think border control should be highly valued and that a fence should be of a fence	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10041	this was what a wall designed not to protect citizens from external threats , but to keep citizens from leaving	['NoRelation', 'NoRelation', 'Relation']	NoRelation
10058	what geoengineering can do is slow the increase in temperatures , delay potentially catastrophic tipping point events such as a disastrous melting of the arctic permafrost and give we time to make the changes to wes ' economies and wes ' societies necessary to end the climate disaster	['Relation', 'Relation', 'Relation']	Relation
10059	geoengineering may give people the impression that we do n't have to worry about climate change because we can solve geoengineering through engineering	['NoRelation', 'NoRelation', 'Relation']	NoRelation
10079	crime rates are lower way more video game sales	['NoisySentence', 'NoisySentence', 'NoRelation']	NoisySentence
10080	the popularity of violent video games and crime rates is increasing	['NoRelation', 'Relation', 'NoRelation']	NoRelation
10089	the fence in consideration is the west bank barrier between israel and palestine	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10098	labels inform the consumers	['Relation', 'Relation', 'Relation']	Relation
10115	retraining workers lose from free trade	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
10118	not only that the deal sets the gold standard in trade agreements to open free , transparent , fair trade that has the rule of a level playing field when negotiated , this agreement will cover 40 percent of the world 's total trade and build in strong protections for workers and the environment ''	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
10119	my actually showed that it was not due to free trade , but due to centralized banking in the that contributed to the artificial credit boom , resulting in the current workers and savings , my makes a few straw men out of my initial position	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
10123	the so called free trade act disadvantages mexican workers	['Relation', 'Relation', 'Relation']	Relation
10132	iran will be pursuing nuclear weapons that iran funds and aids terrorist groups and that iran is dedicated to cause chaos in order to bring about a second coming of sorts	['Relation', 'Relation', 'NoRelation']	Relation
10138	existing laws check unfair practices	['NoRelation', 'Relation', 'Relation']	Relation
10143	it is the courts responsibility to prevent business from preying on customers through other unfair business practices	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10144	he also claims that making a federal law to enforce same sex marriage in churches would not be violation of the first amendment , because the first amendment would not limit the practice of religion , the first amendment just ends an unfair practice : discrimination ''	['Relation', 'NoRelation', 'NoRelation']	NoRelation
